"machine_id","downtime_ratio"
333394091,"0.39355468750000000000"
866193189,"0.08113982950106986380"
888010932,"0.02745147976680982301"
254837838,"0.02322148428438485724"
220713169,"0.01964816561406859995"
488864249,"0.01937865431476636546"
608327372,"0.01902320249237651272"
712268219,"0.01839557360255448104"
774048212,"0.01800086497886660199"
468666953,"0.01777088383924044108"
141074074,"0.01769769828067860034"
745438564,"0.01720533042740071333"
220309176,"0.01716238934269005012"
232715816,"0.01708910883391401975"
351232592,"0.01655412345498180722"
858938786,"0.01637728520833166492"
439135239,"0.01600933955673528657"
492307267,"0.01576682254369148882"
799815877,"0.01544079566849541238"
811048032,"0.01525072438362944555"
278296318,"0.01522405826559889525"
417955101,"0.01502124807738277316"
847297655,"0.01496096340422583288"
781217825,"0.01492139161261475185"
179510570,"0.01489974206060816441"
316693091,"0.01488455477321709601"
430753429,"0.01483112577126121076"
389410461,"0.01482134366486395918"
852795879,"0.01481285366284431574"
322106576,"0.01476150171296054487"
559071454,"0.01469051236996555268"
642440758,"0.01463942717756407403"
401045583,"0.01461372855423915193"
699032178,"0.01460851809883402611"
530818592,"0.01454264351833208170"
517912382,"0.01449611821256691801"
741489170,"0.01442022448824352708"
466396314,"0.01440472551275648174"
36315524,"0.01439296421149932165"
404576483,"0.01432005254878355726"
385183015,"0.01429345715687092893"
15280064,"0.01427015118350095222"
354335198,"0.01423970169873484480"
276455830,"0.01419658864588351586"
894321511,"0.01414644370468942546"
747709079,"0.01414516321310958134"
123488045,"0.01413324029298047735"
289610635,"0.01411629971610417736"
498102702,"0.01409824281870389780"
660960767,"0.01407001646068911266"
885163470,"0.01404732658017254985"
226248810,"0.01401598074086362906"
285456335,"0.01401160270288995715"
191558644,"0.01395226713061500383"
10256942,"0.01391911878608274656"
414938962,"0.01388629611265507493"
948246942,"0.01385448747430279351"
319002077,"0.01384728057702708229"
14304683,"0.01383218748332687357"
225485994,"0.01374586276011044835"
557633597,"0.01337513252175856554"
435075826,"0.01333364727609011099"
294247335,"0.01332523520924294460"
842060513,"0.01327520066090095192"
827370796,"0.01320800132137952151"
649554859,"0.01317439757605185441"
789632669,"0.01312197468235853727"
348334942,"0.01312036113786100288"
851564834,"0.01294944476372632709"
38674760,"0.01291624024765857433"
234484216,"0.01273232323232323230"
721246371,"0.01221483117704170701"
746060578,"0.01218956303136104823"
88737742,"0.01209609752514477406"
883336381,"0.01199839053088196861"
596050571,"0.01196335003485951382"
431084689,"0.01196265873949246859"
764912373,"0.01191495458213599878"
485712369,"0.01183609483877258646"
388115190,"0.01114380953210193817"
874727402,"0.01075682685578978409"
747066913,"0.01071998845422844893"
178464211,"0.01045259486480137131"
103533322,"0.01020740613243502422"
563161475,"0.00933599524513464499"
333442024,"0.00909745991713204828"
141388463,"0.00893640332754661802"
535149167,"0.00800562593529507831"
260960546,"0.00730822220600795739"
875833441,NULL
881839536,NULL
277018087,NULL
284618131,NULL
887560461,NULL
670270356,NULL
306634907,NULL
224370707,NULL
981573962,NULL
234736546,NULL
235578642,NULL
