"machine_id","ideal_cycle_time","avg_machine_cycle_time"
10256942,2815,"2862.5901674770392902"
14304683,4298,"4368.4959248358615036"
15280064,2815,"2861.5906783322530386"
36315524,4298,"4369.4338521400778210"
38674760,2815,"2854.7916599321155888"
88737742,4457,"4515.2890559732664996"
103533322,716,"727.8568232662192394"
123488045,2815,"2860.2603109479594483"
141074074,4457,"4544.2064831261101440"
141388463,4298,"4338.6401564537157757"
178464211,1565,"1584.0926248548199774"
179510570,1565,"1585.6931544547643447"
191558644,716,"727.5696097680696710"
220309176,716,"730.8873213117817430"
220713169,1565,"1603.0813397129186603"
224370707,716,"743.1818181818181818"
225485994,4457,"4529.4908845374746635"
226248810,1565,"1592.8818457513229885"
232715816,4298,"4391.2119801365611484"
234484216,4457,"4522.3435948361469778"
234736546,716,"726.6818181818181818"
235578642,716,"733.5000000000000000"
254837838,1565,"1605.9079518072289157"
260960546,1565,"1574.2635135135135135"
276455830,4298,"4375.4602141203696040"
277018087,4298,"4018.0000000000000000"
278296318,2815,"2865.2172713999890573"
284618131,4298,"4271.4000000000000000"
285456335,4457,"4530.5902555910542527"
289610635,4457,"4531.4089860352151464"
294247335,2815,"2859.2033779408588136"
306634907,4298,"4287.0000000000000000"
316693091,1565,"1593.2050944537335750"
319002077,2815,"2858.1842062678674974"
322106576,1565,"1590.8871404399323614"
333394091,716,"1228.8000000000000000"
333442024,716,"723.6016111314536800"
348334942,716,"727.2175250570606077"
351232592,4457,"4551.4432624113472813"
354335198,2815,"2864.9058123817246424"
385183015,2815,"2860.6499136255666844"
388115190,1565,"1580.9969828399016651"
389410461,1565,"1592.8529778136887464"
401045583,1565,"1590.3463933816694643"
404576483,716,"727.9945958465220798"
414938962,2815,"2860.1212955465587487"
417955101,4457,"4547.7566182749786507"
430753429,2815,"2865.8028664142777465"
431084689,4457,"4522.4417923891012526"
435075826,1565,"1589.4633893536683897"
439135239,2815,"2865.4759896171316048"
466396314,2815,"2861.7098028625437557"
468666953,1565,"1595.1855235418130710"
485712369,4298,"4414.6026490066225166"
488864249,4298,"4423.2977099236641221"
492307267,716,"728.1115318187856384"
498102702,4298,"4373.7241767872789196"
517912382,2815,"2863.4765996541286890"
530818592,1565,"1592.6068913480885412"
535149167,1565,"1590.8748674443266172"
557633597,4457,"4533.8466666666666787"
559071454,4298,"4372.7519056071833768"
563161475,4298,"4374.4666666666666667"
596050571,4298,"4342.8812362030905077"
608327372,716,"731.1183574879227053"
642440758,2815,"2862.8088497487707405"
649554859,1565,"1588.7520985275904039"
660960767,4457,"4527.2314982429982849"
699032178,2815,"2862.7637365605919031"
712268219,716,"731.8174857301962968"
721246371,716,"727.0313211961987746"
741489170,1565,"1592.2570074196208464"
745438564,4298,"4393.0955137481910275"
746060578,4457,"4520.7762807717895717"
747066913,4298,"4326.5234741784037559"
747709079,2815,"2860.7287696377474240"
764912373,4457,"4501.8921232876714612"
774048212,1565,"1590.0301369863013699"
781217825,1565,"1592.5721590909090909"
789632669,4457,"4524.5603667855320070"
799815877,1565,"1594.5036173040011221"
811048032,1565,"1576.8943089430894309"
827370796,2815,"2855.9827521155611004"
842060513,4457,"4519.3307810107197626"
847297655,2815,"2867.1774158640838255"
851564834,4298,"4360.3221026636091732"
852795879,716,"728.2719489260615557"
858938786,4298,"4375.3961319681456200"
866193189,716,"788.6517857142857143"
874727402,716,"727.2600837557857615"
875833441,716,"710.1278538812785388"
881839536,1565,"1548.5151515151515152"
883336381,1565,"1586.8265354517429843"
885163470,2815,"2859.4686454398271593"
887560461,716,"719.2241379310344828"
888010932,716,"735.8998716302952503"
894321511,1565,"1590.5582805288273606"
948246942,1565,"1588.4097431631486292"
981573962,4298,"4318.1304347826086957"
