"machine_id","ideal_cycle_time","avg_machine_cycle_time"
10256942,2815,"2861.4956025024933941"
14304683,4298,"4368.7071076192218350"
15280064,2815,"2867.9353871319520447"
36315524,4298,"4364.5235457063711911"
38674760,2815,"2866.5404178019982646"
88737742,4457,"4540.9857954545454545"
103533322,716,"693.1714285714285714"
123488045,2815,"2861.5359085963004074"
141074074,4457,"4547.8920962199316953"
141388463,4298,"4372.6941678520625747"
178464211,1565,"1591.0395641240573009"
179510570,1565,"1586.7826704545454545"
191558644,716,"728.8205059563645872"
220309176,716,"727.7974937343358396"
220713169,1565,"1516.1250000000000000"
225485994,4457,"4528.9813475447282071"
226248810,1565,"1589.4044741114919789"
232715816,4298,"4354.6758409785929628"
234484216,4457,"4532.5778997940974605"
234736546,716,"859.0000000000000000"
254837838,1565,"1592.4231738035264484"
260960546,1565,"1583.1379310344827586"
276455830,4298,"4370.4697213907437172"
278296318,2815,"2854.5005879692448901"
285456335,4457,"4546.9104477611939200"
289610635,4457,"4530.9437105112004898"
294247335,2815,"2859.5580826386372683"
316693091,1565,"1591.2483966025307652"
319002077,2815,"2864.7121720976672026"
322106576,1565,"1589.9288471778488112"
333442024,716,"741.0936170212765957"
348334942,716,"728.3342166517457229"
351232592,4457,"4636.8663101604278075"
354335198,2815,"2860.1432714091527769"
385183015,2815,"2865.3182973316390864"
388115190,1565,"1591.0879396984924673"
389410461,1565,"1594.2695767341758508"
401045583,1565,"1589.2091230092959728"
404576483,716,"727.1866250075106687"
414938962,2815,"2866.4896457765668692"
417955101,4457,"4521.5629552549428720"
430753429,2815,"2859.6665760623358068"
431084689,4457,"4521.1101297764960235"
435075826,1565,"1587.7517072001917211"
439135239,2815,"2855.2536867818692029"
466396314,2815,"2860.5701205693046544"
468666953,1565,"1593.3813953488372093"
485712369,4298,"4323.0000000000000000"
488864249,4298,"4352.4583333333333333"
492307267,716,"728.6908062234794851"
498102702,4298,"4381.2426634284560332"
517912382,2815,"2867.4292204252228112"
530818592,1565,"1594.9952038369304556"
535149167,1565,"1567.1743119266055046"
557633597,4457,"4527.3484029484029484"
559071454,4298,"4367.3464297915956918"
563161475,4298,"4131.0000000000000000"
596050571,4298,"4374.0651649235720032"
608327372,716,"731.7567567567567568"
642440758,2815,"2857.5134449977367370"
649554859,1565,"1589.2336275226263648"
660960767,4457,"4530.2669769045160643"
699032178,2815,"2863.3782435129741329"
712268219,716,"732.9324953445065177"
721246371,716,"726.9051763768426772"
741489170,1565,"1591.8698659289210578"
745438564,4298,"4374.2108108108108108"
746060578,4457,"4529.8796583850932971"
747066913,4298,"4420.7971014492753623"
747709079,2815,"2861.1567258883249540"
764912373,4457,"4527.3873121869779633"
774048212,1565,"1551.0000000000000000"
781217825,1565,"1590.9726205997392555"
789632669,4457,"4535.8590234960839361"
799815877,1565,"1593.7780358327803550"
811048032,1565,"1497.1428571428571429"
827370796,2815,"2855.3763684067674206"
842060513,4457,"4549.0966656469868006"
847297655,2815,"2855.2272973950795453"
851564834,4298,"4371.8491355270496913"
852795879,716,"729.1051884700665242"
858938786,4298,"4380.0053898670498034"
866193189,716,"645.0000000000000000"
874727402,716,"731.7481343283582090"
875833441,716,"934.4615384615384615"
881839536,1565,"1547.3333333333333333"
883336381,1565,"1590.0644052257620903"
885163470,2815,"2855.6787006876584232"
887560461,716,"656.0000000000000000"
888010932,716,"709.2636815920398010"
894321511,1565,"1589.1352911646587325"
948246942,1565,"1596.8875796178345048"
