"completion_date","avg_lead_time_days"
"2025-01-01","0.26798824037865632456"
"2025-01-02","0.30582588256069300489"
"2025-01-03","0.36700005472520005874"
"2025-01-04","0.55652607812956197045"
"2025-01-05","0.54940348262946700724"
"2025-01-06","0.56762500517637706259"
"2025-01-07","0.53861271257363126733"
"2025-01-08","0.55100624955699302326"
"2025-01-09","0.53578568563523107773"
"2025-01-10","0.54266382311657013782"
"2025-01-11","0.55134804155530632365"
"2025-01-12","0.54909033675565798342"
"2025-01-13","0.52091942811925957149"
"2025-01-14","0.51116178718305423127"
"2025-01-15","0.50260159622148770918"
"2025-01-16","0.52170465450569286714"
"2025-01-17","0.54357572467071440972"
"2025-01-18","0.57102869254813362185"
"2025-01-19","0.57737719314751804453"
"2025-01-20","0.57092381600849502584"
"2025-01-21","0.54260684171716834729"
"2025-01-22","0.54444111308797664237"
"2025-01-23","0.52897656585461694491"
"2025-01-24","0.52633518866444178041"
"2025-01-25","0.53548007218433623270"
"2025-01-26","0.50887310656261744193"
"2025-01-27","0.54346018797756800711"
"2025-01-28","0.49986060568139650554"
"2025-01-29","0.36549539163603617990"
"2025-01-30","0.48832698490969070633"
"2025-01-31","0.40168220053286477187"
"2025-02-01","0.49254693293389258846"
"2025-02-02","0.55654929273399164895"
"2025-02-03","0.57241564171416796404"
"2025-02-04","0.48971123297773647455"
"2025-02-05","0.53840257474867556940"
"2025-02-06","0.44453386011974573398"
"2025-02-07","0.37512640517931232795"
"2025-02-08","0.46356245706363703245"
"2025-02-09","0.53442044880088810448"
"2025-02-10","0.53261796162576865501"
"2025-02-11","0.55362225191654576705"
"2025-02-12","0.48451705134155100939"
"2025-02-13","0.53816930915050081605"
"2025-02-14","0.54377879581830891098"
"2025-02-15","0.56082168343055154656"
"2025-02-16","0.57374948242367096792"
"2025-02-17","0.55468737635412054527"
"2025-02-18","0.56024295938880408198"
"2025-02-19","0.57641413041377179138"
"2025-02-20","0.52348080257212088477"
"2025-02-21","0.49364546086149467486"
"2025-02-22","0.52456193890431342066"
"2025-02-23","0.52552835940808745283"
"2025-02-24","0.53832753402350251126"
"2025-02-25","0.53947024627882103721"
"2025-02-26","0.53386939852584809936"
"2025-02-27","0.55487230802062121725"
"2025-02-28","0.53903444042327607918"
"2025-03-01","0.56159004978753968254"
"2025-03-02","0.56018975504295286244"
"2025-03-03","0.56814377290600199965"
"2025-03-04","0.54799994200321658615"
"2025-03-05","0.50150875553349783121"
"2025-03-06","0.53095266387713716624"
"2025-03-07","0.55467804437991018201"
"2025-03-08","0.54536464102569607460"
"2025-03-09","0.55946959252792991314"
"2025-03-10","0.55500881537679694106"
"2025-03-11","0.54910253871108284047"
"2025-03-12","0.57810179393885134304"
"2025-03-13","0.54685320275523538500"
"2025-03-14","0.55984624039780576167"
"2025-03-15","0.55872560995419850835"
"2025-03-16","0.56420052243588374296"
"2025-03-17","0.53242020894723802941"
"2025-03-18","0.57796192662687533387"
"2025-03-19","0.55733709979975607503"
"2025-03-20","0.55666189354791176787"
"2025-03-21","0.51832259484236290117"
"2025-03-22","0.48481688728444866990"
"2025-03-23","0.57040066246405106777"
"2025-03-24","0.55586333536077129630"
"2025-03-25","0.55098330642717534166"
"2025-03-26","0.55989766774042050739"
"2025-03-27","0.50932765553549060333"
"2025-03-28","0.37504849564586378417"
"2025-03-29","0.53304151390191927629"
"2025-03-30","0.54952559923757216335"
"2025-03-31","0.50596915034542159848"
"2025-04-01","0.49637846740973093034"
"2025-04-02","0.55304217625711508240"
"2025-04-03","0.55011751808462900959"
"2025-04-04","0.53305299387823638719"
"2025-04-05","0.55206173895132451170"
"2025-04-06","0.51862818271994355101"
"2025-04-07","0.49714359560029524316"
"2025-04-08","0.41218723514291013292"
"2025-04-09","0.50213753578632155843"
"2025-04-10","0.55747177785265407659"
"2025-04-11","0.54760941719712695045"
"2025-04-12","0.55802643593907896453"
"2025-04-13","0.52517196488532796867"
"2025-04-14","0.56195569301013506486"
"2025-04-15","0.43896296114112787168"
"2025-04-16","0.55419424127284861809"
"2025-04-17","0.56628927099715529835"
"2025-04-18","0.55291818511949254587"
"2025-04-19","0.54411581596303664741"
"2025-04-20","0.55573761077990038029"
"2025-04-21","0.51740709738257001793"
"2025-04-22","0.56832456992350526704"
"2025-04-23","0.54503425885199483204"
"2025-04-24","0.39288857970296924307"
"2025-04-25","0.49082662969074329297"
"2025-04-26","0.55328263125284002753"
"2025-04-27","0.55034558234740831075"
"2025-04-28","0.55781964889734433401"
"2025-04-29","0.53010653955086915262"
"2025-04-30","0.52725670001612058570"
"2025-05-01","0.56012504587110948096"
"2025-05-02","0.56263558616820202209"
"2025-05-03","0.52074176454886458333"
"2025-05-04","0.55465223408936353563"
"2025-05-05","0.55052095419983750908"
"2025-05-06","0.54597428823356569320"
"2025-05-07","0.41478189438301384810"
"2025-05-08","0.37109647123823074495"
"2025-05-09","0.34243996491577286585"
"2025-05-10","0.51218262050573839155"
"2025-05-11","0.57131492375019137225"
"2025-05-12","0.50190693057394075588"
"2025-05-13","0.56247079819203529580"
"2025-05-14","0.51205784028637490355"
"2025-05-15","0.55279236113175992699"
"2025-05-16","0.46822913305160229277"
"2025-05-17","0.52813537046280389626"
"2025-05-18","0.48232489665420578808"
"2025-05-19","0.56344010747664754675"
"2025-05-20","0.56617607295596022727"
"2025-05-21","0.55553159578618896793"
"2025-05-22","0.50981637552339296048"
"2025-05-23","0.53068613326275746750"
"2025-05-24","0.54710694106853780864"
"2025-05-25","0.46826137964658585032"
"2025-05-26","0.37562142443439549682"
"2025-05-27","0.37260446469432204315"
"2025-05-28","0.46195116954466429700"
"2025-05-29","0.53264169855438460867"
"2025-05-30","0.50864645432781761413"
"2025-05-31","0.48357186347222158218"
"2025-06-01","0.50886386026590649802"
"2025-06-02","0.50163919045757775673"
"2025-06-03","0.45124640854577781053"
"2025-06-04","0.49034673365046833065"
"2025-06-05","0.50581854968287788811"
"2025-06-06","0.51043595247883907005"
"2025-06-07","0.51004426141865082500"
"2025-06-08","0.52304525686153246002"
"2025-06-09","0.56087311021685444791"
"2025-06-10","0.52960018175315257649"
"2025-06-11","0.54325410413743385445"
"2025-06-12","0.49390928385227060828"
"2025-06-13","0.53174919706280922332"
"2025-06-14","0.56484791921554572321"
"2025-06-15","0.52742906080907239819"
"2025-06-16","0.51566206435539600593"
"2025-06-17","0.39618382432764011258"
"2025-06-18","0.38085539324861531008"
"2025-06-19","0.50973706442019105373"
"2025-06-20","0.46781566786804480820"
"2025-06-21","0.55198377321917978751"
"2025-06-22","0.51198654319365218371"
"2025-06-23","0.51747987761255151598"
"2025-06-24","0.55104488725289066614"
"2025-06-25","0.54422231245870790267"
"2025-06-26","0.52015548670884374499"
"2025-06-27","0.40324952925717266721"
"2025-06-28","0.49837898882858655017"
"2025-06-29","0.55013977042590712485"
"2025-06-30","0.56575507256484677873"
"2025-07-01","0.56605270673327003247"
"2025-07-02","0.54689513252799233491"
"2025-07-03","0.52086613066208449603"
"2025-07-04","0.53128511464203939375"
"2025-07-05","0.47265472144709237726"
"2025-07-06","0.54019969101618670958"
"2025-07-07","0.50705683720183063272"
"2025-07-08","0.51883998348607793899"
"2025-07-09","0.34557927051582110720"
"2025-07-10","0.37731238265011660609"
"2025-07-11","0.48340956435396359902"
"2025-07-12","0.46600613946805517339"
"2025-07-13","0.53342498243345103026"
